"idcase","depvar","income","agehed","rooms","region","alt","ic","oc","chid"
480,FALSE,3,50,2,"scostl","hp",925.69,173.37,480
481,FALSE,5,40,6,"valley","ec",933.53,545.01,481
481,FALSE,5,40,6,"valley","er",1077.6,501.33,481
481,FALSE,5,40,6,"valley","gc",899.33,188.32,481
481,TRUE,5,40,6,"valley","gr",860.48,163.28,481
481,FALSE,5,40,6,"valley","hp",1032.2,212.58,481
482,FALSE,4,60,6,"valley","ec",954.32,526.7,482
482,FALSE,4,60,6,"valley","er",1258.3,544.74,482
482,TRUE,4,60,6,"valley","gc",1026.1,186.14,482
482,FALSE,4,60,6,"valley","gr",1210.5,186.69,482
482,FALSE,4,60,6,"valley","hp",1348.7,275.42,482
483,FALSE,5,25,3,"ncostl","ec",667.74,420.73,483
483,TRUE,5,25,3,"ncostl","er",678.27,344.6,483
483,FALSE,5,25,3,"ncostl","gc",639.39,152.86,483
483,FALSE,5,25,3,"ncostl","gr",761.4,95.942,483
483,FALSE,5,25,3,"ncostl","hp",806.21,175.22,483
484,TRUE,3,20,5,"mountn","ec",796.91,396.64,484
484,FALSE,3,20,5,"mountn","er",1028.5,427.35,484
484,FALSE,3,20,5,"mountn","gc",815.82,179.47,484
484,FALSE,3,20,5,"mountn","gr",962.48,160.61,484
484,FALSE,3,20,5,"mountn","hp",932.12,227.33,484
485,FALSE,6,20,2,"ncostl","ec",1079.9,519.6,485
485,FALSE,6,20,2,"ncostl","er",1112.3,530.39,485
485,TRUE,6,20,2,"ncostl","gc",852.2,197.52,485
485,FALSE,6,20,2,"ncostl","gr",1098.2,181.54,485
485,FALSE,6,20,2,"ncostl","hp",1107.2,241.65,485
486,FALSE,3,40,5,"ncostl","ec",762.92,449,486
486,FALSE,3,40,5,"ncostl","er",904.27,380.56,486
486,FALSE,3,40,5,"ncostl","gc",695.33,160.63,486
486,TRUE,3,40,5,"ncostl","gr",693.55,151.78,486
486,FALSE,3,40,5,"ncostl","hp",939.2,213.06,486
487,TRUE,4,65,5,"valley","ec",687.19,373.92,487
487,FALSE,4,65,5,"valley","er",847.28,355.73,487
487,FALSE,4,65,5,"valley","gc",611.84,137.67,487
487,FALSE,4,65,5,"valley","gr",688.73,109.69,487
487,FALSE,4,65,5,"valley","hp",823.23,163.53,487
488,TRUE,7,20,2,"scostl","ec",853.06,432.3,488
488,FALSE,7,20,2,"scostl","er",1140.3,452.39,488
488,FALSE,7,20,2,"scostl","gc",829.43,179.9,488
488,FALSE,7,20,2,"scostl","gr",955.41,165.39,488
488,FALSE,7,20,2,"scostl","hp",994.72,242.23,488
489,FALSE,3,20,7,"ncostl","ec",830.72,505.37,489
489,TRUE,3,20,7,"ncostl","er",1045.5,479.65,489
489,FALSE,3,20,7,"ncostl","gc",808.14,218.27,489
489,FALSE,3,20,7,"ncostl","gr",1129.4,173.61,489
489,FALSE,3,20,7,"ncostl","hp",1158.2,280.39,489
490,FALSE,6,55,3,"ncostl","ec",585,420.62,490
490,FALSE,6,55,3,"ncostl","er",800.49,316.6,490
490,FALSE,6,55,3,"ncostl","gc",632.92,162.21,490
490,TRUE,6,55,3,"ncostl","gr",818.03,121.66,490
490,FALSE,6,55,3,"ncostl","hp",886.42,189.06,490
491,FALSE,7,50,4,"mountn","ec",796.85,428.04,491
491,TRUE,7,50,4,"mountn","er",1027.6,378.05,491
491,FALSE,7,50,4,"mountn","gc",696.12,172.15,491
491,FALSE,7,50,4,"mountn","gr",920.04,167.23,491
491,FALSE,7,50,4,"mountn","hp",953.34,257.03,491
492,FALSE,3,30,2,"ncostl","ec",938.86,402.56,492
492,FALSE,3,30,2,"ncostl","er",1044,460.88,492
492,TRUE,3,30,2,"ncostl","gc",732.49,185.2,492
492,FALSE,3,30,2,"ncostl","gr",959.26,152.57,492
492,FALSE,3,30,2,"ncostl","hp",1060,274.8,492
493,FALSE,4,65,2,"ncostl","ec",726.41,497.77,493
493,FALSE,4,65,2,"ncostl","er",972.72,413.51,493
493,TRUE,4,65,2,"ncostl","gc",829.72,176.63,493
493,FALSE,4,65,2,"ncostl","gr",946.51,164.61,493
493,FALSE,4,65,2,"ncostl","hp",1188.9,205.02,493
494,FALSE,3,65,5,"ncostl","ec",641.71,376.56,494
494,FALSE,3,65,5,"ncostl","er",891.47,407.38,494
494,TRUE,3,65,5,"ncostl","gc",708.34,150.39,494
494,FALSE,3,65,5,"ncostl","gr",799.75,142.01,494
494,FALSE,3,65,5,"ncostl","hp",850.8,156.85,494
495,FALSE,7,30,5,"ncostl","ec",1002.8,649.53,495
495,FALSE,7,30,5,"ncostl","er",1196,575.85,495
495,TRUE,7,30,5,"ncostl","gc",984.84,201.15,495
495,FALSE,7,30,5,"ncostl","gr",1034.5,184.27,495
495,FALSE,7,30,5,"ncostl","hp",1185.8,286.82,495
496,FALSE,5,55,6,"scostl","ec",1110.1,684.48,496
496,FALSE,5,55,6,"scostl","er",1223.9,512.19,496
496,FALSE,5,55,6,"scostl","gc",1011.5,214.58,496
496,FALSE,5,55,6,"scostl","gr",1257.2,169.68,496
496,TRUE,5,55,6,"scostl","hp",1299,277.58,496
497,FALSE,2,45,5,"valley","ec",788.58,461.64,497
497,FALSE,2,45,5,"valley","er",1067.4,402,497
497,TRUE,2,45,5,"valley","gc",763.27,189.92,497
497,FALSE,2,45,5,"valley","gr",888.14,152.4,497
497,FALSE,2,45,5,"valley","hp",1032.8,194.76,497
498,FALSE,3,50,3,"scostl","ec",943.63,549.8,498
498,TRUE,3,50,3,"scostl","er",1191,519.21,498
498,FALSE,3,50,3,"scostl","gc",901.13,216.58,498
498,FALSE,3,50,3,"scostl","gr",1088.1,188.38,498
498,FALSE,3,50,3,"scostl","hp",1156.3,248.66,498
499,FALSE,4,25,7,"ncostl","ec",826.57,415.85,499
499,FALSE,4,25,7,"ncostl","er",999.34,406.95,499
499,TRUE,4,25,7,"ncostl","gc",774.25,165.5,499
499,FALSE,4,25,7,"ncostl","gr",780.82,165.25,499
499,FALSE,4,25,7,"ncostl","hp",1059.9,158.55,499
500,FALSE,5,40,7,"mountn","ec",763.87,518.29,500
500,FALSE,5,40,7,"mountn","er",927.41,432.01,500
500,TRUE,5,40,7,"mountn","gc",704.06,157.36,500
500,FALSE,5,40,7,"mountn","gr",1011,178.79,500
500,FALSE,5,40,7,"mountn","hp",1061,227.38,500
501,FALSE,5,40,3,"scostl","ec",860.86,488.6,501
501,FALSE,5,40,3,"scostl","er",924.87,415.59,501
501,TRUE,5,40,3,"scostl","gc",790.09,171.03,501
501,FALSE,5,40,3,"scostl","gr",848.81,161.4,501
501,FALSE,5,40,3,"scostl","hp",993.9,225.44,501
502,FALSE,4,25,2,"ncostl","ec",844.2,619,502
502,FALSE,4,25,2,"ncostl","er",1030.2,496.12,502
502,TRUE,4,25,2,"ncostl","gc",955.13,176.55,502
502,FALSE,4,25,2,"ncostl","gr",1041.9,182.15,502
502,FALSE,4,25,2,"ncostl","hp",1088.9,229.98,502
503,FALSE,7,55,2,"valley","ec",811.17,394.76,503
503,TRUE,7,55,2,"valley","er",904.07,402.01,503
503,FALSE,7,55,2,"valley","gc",681.53,155.1,503
503,FALSE,7,55,2,"valley","gr",956.84,137.64,503
503,FALSE,7,55,2,"valley","hp",951.18,220.6,503
504,FALSE,2,40,3,"ncostl","ec",677.61,460.3,504
504,FALSE,2,40,3,"ncostl","er",992.89,397.43,504
504,TRUE,2,40,3,"ncostl","gc",826.07,165.28,504
504,FALSE,2,40,3,"ncostl","gr",737.22,158.75,504
504,FALSE,2,40,3,"ncostl","hp",1059.7,187.39,504
505,FALSE,5,65,4,"valley","ec",604.69,263.65,505
505,FALSE,5,65,4,"valley","er",737.82,383.15,505
505,TRUE,5,65,4,"valley","gc",698.69,121.44,505
505,FALSE,5,65,4,"valley","gr",744.66,112.68,505
505,FALSE,5,65,4,"valley","hp",915.24,188.35,505
506,FALSE,3,20,6,"ncostl","ec",780.74,448.51,506
506,FALSE,3,20,6,"ncostl","er",1148.7,478.2,506
506,FALSE,3,20,6,"ncostl","gc",843.34,164.49,506
506,TRUE,3,20,6,"ncostl","gr",964.67,155.27,506
506,FALSE,3,20,6,"ncostl","hp",1078.5,187.75,506
507,FALSE,3,65,2,"scostl","ec",769.48,490.12,507
507,FALSE,3,65,2,"scostl","er",963.78,455.88,507
507,FALSE,3,65,2,"scostl","gc",788.59,172.76,507
507,TRUE,3,65,2,"scostl","gr",927.72,130.55,507
507,FALSE,3,65,2,"scostl","hp",972.63,194.17,507
508,FALSE,2,25,4,"ncostl","ec",759.06,393.68,508
508,FALSE,2,25,4,"ncostl","er",832.32,369.4,508
508,TRUE,2,25,4,"ncostl","gc",654.73,142.69,508
508,FALSE,2,25,4,"ncostl","gr",841.65,140.29,508
508,FALSE,2,25,4,"ncostl","hp",807.37,243.6,508
509,FALSE,4,65,4,"scostl","ec",625.77,468.64,509
509,FALSE,4,65,4,"scostl","er",937.28,380.24,509
509,TRUE,4,65,4,"scostl","gc",635.25,162.01,509
509,FALSE,4,65,4,"scostl","gr",936.49,137.85,509
509,FALSE,4,65,4,"scostl","hp",1047,172.19,509
510,FALSE,4,25,4,"mountn","ec",864.37,528.77,510
510,FALSE,4,25,4,"mountn","er",1113.8,491.57,510
510,TRUE,4,25,4,"mountn","gc",825.13,191.62,510
510,FALSE,4,25,4,"mountn","gr",998.26,156.58,510
510,FALSE,4,25,4,"mountn","hp",1160.7,271.1,510
511,FALSE,6,30,7,"scostl","ec",688.72,346.85,511
511,TRUE,6,30,7,"scostl","er",785.01,344.07,511
511,FALSE,6,30,7,"scostl","gc",611.2,133.27,511
511,FALSE,6,30,7,"scostl","gr",822.17,108.39,511
511,FALSE,6,30,7,"scostl","hp",802.44,179.33,511
512,FALSE,5,35,3,"scostl","ec",935.98,494.81,512
512,FALSE,5,35,3,"scostl","er",1044,453.2,512
512,TRUE,5,35,3,"scostl","gc",906.51,181.08,512
512,FALSE,5,35,3,"scostl","gr",960.64,155.05,512
512,FALSE,5,35,3,"scostl","hp",1022.3,219.92,512
513,FALSE,4,40,5,"valley","ec",926.6,471.39,513
513,FALSE,4,40,5,"valley","er",1033.8,431.74,513
513,FALSE,4,40,5,"valley","gc",695.97,169.91,513
513,FALSE,4,40,5,"valley","gr",1035.4,147.46,513
513,TRUE,4,40,5,"valley","hp",966.85,249.63,513
514,FALSE,7,60,2,"scostl","ec",692.86,424.74,514
514,FALSE,7,60,2,"scostl","er",1032.1,412.35,514
514,TRUE,7,60,2,"scostl","gc",753.61,169.07,514
514,FALSE,7,60,2,"scostl","gr",941.4,164.08,514
514,FALSE,7,60,2,"scostl","hp",960.97,217.17,514
515,FALSE,4,50,2,"valley","ec",829.89,523.28,515
515,FALSE,4,50,2,"valley","er",1030,449.83,515
515,FALSE,4,50,2,"valley","gc",804.17,190.42,515
515,TRUE,4,50,2,"valley","gr",971.13,160.17,515
515,FALSE,4,50,2,"valley","hp",1001.1,213.92,515
516,TRUE,2,50,3,"valley","ec",731.85,420.25,516
516,FALSE,2,50,3,"valley","er",1002.4,438.37,516
516,FALSE,2,50,3,"valley","gc",801.67,180.07,516
516,FALSE,2,50,3,"valley","gr",906.72,167.97,516
516,FALSE,2,50,3,"valley","hp",924.84,203.64,516
517,FALSE,4,25,4,"ncostl","ec",791.63,430.74,517
517,FALSE,4,25,4,"ncostl","er",743.34,337.76,517
517,TRUE,4,25,4,"ncostl","gc",652.27,162.28,517
517,FALSE,4,25,4,"ncostl","gr",879.24,140.65,517
517,FALSE,4,25,4,"ncostl","hp",1070,197.17,517
518,FALSE,5,50,2,"scostl","ec",583.44,430.63,518
518,TRUE,5,50,2,"scostl","er",830.4,302.24,518
518,FALSE,5,50,2,"scostl","gc",665.82,134.31,518
518,FALSE,5,50,2,"scostl","gr",907.25,138.1,518
518,FALSE,5,50,2,"scostl","hp",1003.2,154.89,518
519,FALSE,2,50,4,"mountn","ec",1065.8,571.82,519
519,FALSE,2,50,4,"mountn","er",1037.5,585.67,519
519,TRUE,2,50,4,"mountn","gc",993.35,230.32,519
519,FALSE,2,50,4,"mountn","gr",1258.1,204.74,519
519,FALSE,2,50,4,"mountn","hp",1272.7,303.01,519
520,FALSE,7,30,6,"mountn","ec",905.93,552.24,520
520,TRUE,7,30,6,"mountn","er",1097.3,456.23,520
520,FALSE,7,30,6,"mountn","gc",624.78,158.19,520
520,FALSE,7,30,6,"mountn","gr",1107.5,182.48,520
520,FALSE,7,30,6,"mountn","hp",1109.7,204.39,520
521,FALSE,2,65,7,"scostl","ec",784.76,525.5,521
521,FALSE,2,65,7,"scostl","er",1092.1,431.13,521
521,TRUE,2,65,7,"scostl","gc",798.68,182.12,521
521,FALSE,2,65,7,"scostl","gr",924.96,174.7,521
521,FALSE,2,65,7,"scostl","hp",1160.2,230.14,521
522,FALSE,4,40,5,"scostl","ec",970.7,487.82,522
522,FALSE,4,40,5,"scostl","er",924.09,391.43,522
522,TRUE,4,40,5,"scostl","gc",848.43,170.96,522
522,FALSE,4,40,5,"scostl","gr",1021.1,145.18,522
522,FALSE,4,40,5,"scostl","hp",1082.5,229.15,522
523,FALSE,3,60,3,"mountn","ec",798.02,365.67,523
523,FALSE,3,60,3,"mountn","er",1002.4,393.87,523
523,FALSE,3,60,3,"mountn","gc",856.92,168.26,523
523,TRUE,3,60,3,"mountn","gr",801.6,146.89,523
523,FALSE,3,60,3,"mountn","hp",995.99,221.22,523
524,FALSE,4,45,5,"valley","ec",730.75,410.45,524
524,FALSE,4,45,5,"valley","er",1007.8,333.8,524
524,TRUE,4,45,5,"valley","gc",790.3,153.51,524
524,FALSE,4,45,5,"valley","gr",719.45,119.22,524
524,FALSE,4,45,5,"valley","hp",915.5,192.93,524
525,FALSE,3,40,3,"scostl","ec",727.38,507.31,525
525,FALSE,3,40,3,"scostl","er",762.02,448.55,525
525,TRUE,3,40,3,"scostl","gc",890.01,179.41,525
525,FALSE,3,40,3,"scostl","gr",903.6,154.23,525
525,FALSE,3,40,3,"scostl","hp",989.96,220.6,525
526,FALSE,7,50,2,"ncostl","ec",891.91,399.76,526
526,FALSE,7,50,2,"ncostl","er",987.18,450.36,526
526,TRUE,7,50,2,"ncostl","gc",720.94,137.31,526
526,FALSE,7,50,2,"ncostl","gr",944.97,148.01,526
526,FALSE,7,50,2,"ncostl","hp",964.43,209.08,526
527,FALSE,4,35,5,"scostl","ec",1142.5,663.46,527
527,FALSE,4,35,5,"scostl","er",1340.3,579.41,527
527,TRUE,4,35,5,"scostl","gc",997.03,241.34,527
527,FALSE,4,35,5,"scostl","gr",1207.6,186.35,527
527,FALSE,4,35,5,"scostl","hp",1341.8,298.69,527
528,FALSE,7,30,4,"scostl","ec",760.98,458.25,528
528,FALSE,7,30,4,"scostl","er",788.01,368.75,528
528,FALSE,7,30,4,"scostl","gc",723.33,155.35,528
528,TRUE,7,30,4,"scostl","gr",819.04,163.76,528
528,FALSE,7,30,4,"scostl","hp",1066.6,216.27,528
529,FALSE,2,40,2,"scostl","ec",808.76,506.75,529
529,FALSE,2,40,2,"scostl","er",1114.8,396.57,529
529,TRUE,2,40,2,"scostl","gc",778.98,162.87,529
529,FALSE,2,40,2,"scostl","gr",968.37,149.5,529
529,FALSE,2,40,2,"scostl","hp",1057.6,210.79,529
530,FALSE,6,45,2,"valley","ec",861.73,493.21,530
530,FALSE,6,45,2,"valley","er",1089.7,424.91,530
530,TRUE,6,45,2,"valley","gc",734.22,157.59,530
530,FALSE,6,45,2,"valley","gr",1027.3,159.74,530
530,FALSE,6,45,2,"valley","hp",1150.3,245.32,530
531,FALSE,4,25,4,"valley","ec",935.56,497.91,531
531,FALSE,4,25,4,"valley","er",984.76,441.64,531
531,TRUE,4,25,4,"valley","gc",803.19,198.49,531
531,FALSE,4,25,4,"valley","gr",772.82,165.21,531
531,FALSE,4,25,4,"valley","hp",1136.2,235.04,531
532,FALSE,3,25,6,"ncostl","ec",909,467.96,532
532,FALSE,3,25,6,"ncostl","er",1054.7,414.29,532
532,TRUE,3,25,6,"ncostl","gc",624.21,194.56,532
532,FALSE,3,25,6,"ncostl","gr",939.82,172.64,532
532,FALSE,3,25,6,"ncostl","hp",1075.1,217.33,532
533,FALSE,2,35,3,"scostl","ec",855.51,567.26,533
533,FALSE,2,35,3,"scostl","er",1181.3,470.97,533
533,TRUE,2,35,3,"scostl","gc",864.76,172.98,533
533,FALSE,2,35,3,"scostl","gr",914.31,163.83,533
533,FALSE,2,35,3,"scostl","hp",1087,223,533
534,FALSE,4,40,6,"scostl","ec",649.65,427.32,534
534,TRUE,4,40,6,"scostl","er",672.49,363.51,534
534,FALSE,4,40,6,"scostl","gc",602.08,139.78,534
534,FALSE,4,40,6,"scostl","gr",823.57,148.53,534
534,FALSE,4,40,6,"scostl","hp",897.79,175.1,534
535,FALSE,5,30,7,"valley","ec",635.93,378.42,535
535,FALSE,5,30,7,"valley","er",879.38,463.47,535
535,FALSE,5,30,7,"valley","gc",671.48,149.37,535
535,TRUE,5,30,7,"valley","gr",726.86,137.89,535
535,FALSE,5,30,7,"valley","hp",879.12,163.68,535
536,FALSE,7,55,2,"valley","ec",956.76,561.76,536
536,FALSE,7,55,2,"valley","er",1044.8,433.02,536
536,TRUE,7,55,2,"valley","gc",840.22,213.32,536
536,FALSE,7,55,2,"valley","gr",986.2,157.89,536
536,FALSE,7,55,2,"valley","hp",1125.6,254.94,536
537,FALSE,2,35,3,"ncostl","ec",821.35,554.49,537
537,FALSE,2,35,3,"ncostl","er",942.46,471.03,537
537,FALSE,2,35,3,"ncostl","gc",854.19,180.44,537
537,TRUE,2,35,3,"ncostl","gr",910.98,190.91,537
537,FALSE,2,35,3,"ncostl","hp",1215.2,227.1,537
538,FALSE,2,20,3,"scostl","ec",669.75,543.19,538
538,FALSE,2,20,3,"scostl","er",1022.1,412.76,538
538,TRUE,2,20,3,"scostl","gc",779.81,158.06,538
538,FALSE,2,20,3,"scostl","gr",796.44,125.43,538
538,FALSE,2,20,3,"scostl","hp",964.88,209.57,538
539,FALSE,5,50,6,"ncostl","ec",943.94,494.88,539
539,FALSE,5,50,6,"ncostl","er",931.56,436.02,539
539,TRUE,5,50,6,"ncostl","gc",956.86,184.62,539
539,FALSE,5,50,6,"ncostl","gr",1145.4,185.17,539
539,FALSE,5,50,6,"ncostl","hp",1262.4,239.05,539
540,FALSE,4,50,6,"scostl","ec",896.68,536.55,540
540,FALSE,4,50,6,"scostl","er",1044.3,435.32,540
540,TRUE,4,50,6,"scostl","gc",869.97,181.72,540
540,FALSE,4,50,6,"scostl","gr",916.53,160.16,540
540,FALSE,4,50,6,"scostl","hp",947.46,207.88,540
541,FALSE,6,55,3,"ncostl","ec",886.42,521.87,541
541,FALSE,6,55,3,"ncostl","er",1088.8,401.26,541
541,TRUE,6,55,3,"ncostl","gc",820.54,168.09,541
541,FALSE,6,55,3,"ncostl","gr",989.73,142.62,541
541,FALSE,6,55,3,"ncostl","hp",1018.1,200.87,541
542,FALSE,7,65,6,"ncostl","ec",749.73,409.43,542
542,FALSE,7,65,6,"ncostl","er",978.3,417.97,542
542,FALSE,7,65,6,"ncostl","gc",723.98,182.26,542
542,TRUE,7,65,6,"ncostl","gr",908.81,162.77,542
542,FALSE,7,65,6,"ncostl","hp",1096.3,232.07,542
543,FALSE,6,60,3,"scostl","ec",706.94,413.26,543
543,FALSE,6,60,3,"scostl","er",869.86,398.7,543
543,TRUE,6,60,3,"scostl","gc",731.92,164.63,543
543,FALSE,6,60,3,"scostl","gr",767.55,157.86,543
543,FALSE,6,60,3,"scostl","hp",1038.1,204.61,543
544,FALSE,4,25,2,"mountn","ec",598.84,452.71,544
544,FALSE,4,25,2,"mountn","er",855.27,390.5,544
544,TRUE,4,25,2,"mountn","gc",557.55,131.43,544
544,FALSE,4,25,2,"mountn","gr",783.22,120.49,544
544,FALSE,4,25,2,"mountn","hp",890.27,211.49,544
545,FALSE,5,40,5,"scostl","ec",718.78,398.42,545
545,FALSE,5,40,5,"scostl","er",855.17,335.08,545
545,TRUE,5,40,5,"scostl","gc",654.56,150.98,545
545,FALSE,5,40,5,"scostl","gr",812.12,123.86,545
545,FALSE,5,40,5,"scostl","hp",1015.2,227.39,545
546,FALSE,6,25,2,"ncostl","ec",997.64,523.92,546
546,TRUE,6,25,2,"ncostl","er",843.41,430.93,546
546,FALSE,6,25,2,"ncostl","gc",846.49,181.74,546
546,FALSE,6,25,2,"ncostl","gr",986.91,148.58,546
546,FALSE,6,25,2,"ncostl","hp",1060.1,258.75,546
547,FALSE,6,20,7,"ncostl","ec",920.52,509.1,547
547,FALSE,6,20,7,"ncostl","er",995.56,469.26,547
547,TRUE,6,20,7,"ncostl","gc",799.23,196.52,547
547,FALSE,6,20,7,"ncostl","gr",989.23,204.26,547
547,FALSE,6,20,7,"ncostl","hp",1157.8,247,547
548,TRUE,6,45,3,"scostl","ec",900.27,559.23,548
548,FALSE,6,45,3,"scostl","er",1063.4,471.42,548
548,FALSE,6,45,3,"scostl","gc",908.12,212.34,548
548,FALSE,6,45,3,"scostl","gr",913.96,171.07,548
548,FALSE,6,45,3,"scostl","hp",1043.3,238.43,548
549,FALSE,3,30,4,"mountn","ec",568.59,324.84,549
549,FALSE,3,30,4,"mountn","er",655.75,237.93,549
549,TRUE,3,30,4,"mountn","gc",517.98,85.217,549
549,FALSE,3,30,4,"mountn","gr",685.72,97.395,549
549,FALSE,3,30,4,"mountn","hp",852.77,168.14,549
550,FALSE,5,50,2,"scostl","ec",736.89,537.99,550
550,FALSE,5,50,2,"scostl","er",991.81,483.98,550
550,TRUE,5,50,2,"scostl","gc",708.01,172.18,550
550,FALSE,5,50,2,"scostl","gr",904.56,168.79,550
550,FALSE,5,50,2,"scostl","hp",1023.1,235.1,550
551,FALSE,2,40,5,"ncostl","ec",887.12,462.3,551
551,FALSE,2,40,5,"ncostl","er",920.16,425.92,551
551,TRUE,2,40,5,"ncostl","gc",877.38,199.89,551
551,FALSE,2,40,5,"ncostl","gr",1030.9,141.17,551
551,FALSE,2,40,5,"ncostl","hp",1128.3,245.89,551
552,FALSE,5,40,7,"scostl","ec",1049.3,561.55,552
552,FALSE,5,40,7,"scostl","er",1283.2,497.38,552
552,FALSE,5,40,7,"scostl","gc",1001.8,239.64,552
552,TRUE,5,40,7,"scostl","gr",1126.9,189.13,552
552,FALSE,5,40,7,"scostl","hp",1371.4,267.87,552
553,FALSE,3,40,3,"valley","ec",859.75,445.28,553
553,FALSE,3,40,3,"valley","er",1071.6,459.96,553
553,TRUE,3,40,3,"valley","gc",827.2,184.8,553
553,FALSE,3,40,3,"valley","gr",871.68,172.06,553
553,FALSE,3,40,3,"valley","hp",1146.3,242.08,553
554,FALSE,4,65,6,"ncostl","ec",588.5,237.44,554
554,FALSE,4,65,6,"ncostl","er",712.29,304.18,554
554,FALSE,4,65,6,"ncostl","gc",525.81,109.99,554
554,TRUE,4,65,6,"ncostl","gr",768.48,107.03,554
554,FALSE,4,65,6,"ncostl","hp",710.59,189.58,554
555,FALSE,3,45,4,"ncostl","ec",841.76,478.29,555
555,FALSE,3,45,4,"ncostl","er",1117.2,484.97,555
555,TRUE,3,45,4,"ncostl","gc",805.45,188.85,555
555,FALSE,3,45,4,"ncostl","gr",1018.7,155.08,555
555,FALSE,3,45,4,"ncostl","hp",998.25,228.51,555
556,TRUE,3,40,2,"scostl","ec",733.65,406.22,556
556,FALSE,3,40,2,"scostl","er",838.46,373.53,556
556,FALSE,3,40,2,"scostl","gc",710.17,140.31,556
556,FALSE,3,40,2,"scostl","gr",784.4,147.24,556
556,FALSE,3,40,2,"scostl","hp",872.84,172.77,556
557,FALSE,4,65,3,"ncostl","ec",889.82,480.22,557
557,FALSE,4,65,3,"ncostl","er",877.19,409.1,557
557,TRUE,4,65,3,"ncostl","gc",727.54,159.31,557
557,FALSE,4,65,3,"ncostl","gr",1017.4,143.14,557
557,FALSE,4,65,3,"ncostl","hp",953.84,233.23,557
558,FALSE,3,50,2,"valley","ec",734.35,461.46,558
558,FALSE,3,50,2,"valley","er",840.64,419.6,558
558,FALSE,3,50,2,"valley","gc",736.68,125.39,558
558,TRUE,3,50,2,"valley","gr",951.14,136.15,558
558,FALSE,3,50,2,"valley","hp",1096.1,227.43,558
559,FALSE,3,65,6,"scostl","ec",811.63,437.5,559
559,FALSE,3,65,6,"scostl","er",1044.6,464.97,559
559,FALSE,3,65,6,"scostl","gc",752.36,172.18,559
559,TRUE,3,65,6,"scostl","gr",971.81,181.96,559
559,FALSE,3,65,6,"scostl","hp",936.85,236.05,559
560,FALSE,4,40,6,"valley","ec",747.37,406.88,560
560,FALSE,4,40,6,"valley","er",1017.1,374.01,560
560,TRUE,4,40,6,"valley","gc",757.28,145.55,560
560,FALSE,4,40,6,"valley","gr",803.59,134.8,560
560,FALSE,4,40,6,"valley","hp",1009.7,207.69,560
561,FALSE,2,20,5,"ncostl","ec",863.01,453.23,561
561,FALSE,2,20,5,"ncostl","er",1025.4,457.83,561
561,TRUE,2,20,5,"ncostl","gc",883.47,175.87,561
561,FALSE,2,20,5,"ncostl","gr",988.4,156.32,561
561,FALSE,2,20,5,"ncostl","hp",1045.2,249.66,561
562,FALSE,2,40,6,"mountn","ec",851.71,399.06,562
562,FALSE,2,40,6,"mountn","er",885.46,401.93,562
562,FALSE,2,40,6,"mountn","gc",743.41,147.6,562
562,TRUE,2,40,6,"mountn","gr",919.35,166.56,562
562,FALSE,2,40,6,"mountn","hp",1188.4,210.69,562
563,FALSE,4,60,2,"ncostl","ec",902.7,563.82,563
563,FALSE,4,60,2,"ncostl","er",1098.5,479.2,563
563,TRUE,4,60,2,"ncostl","gc",844.66,210.42,563
563,FALSE,4,60,2,"ncostl","gr",999.01,189.14,563
563,FALSE,4,60,2,"ncostl","hp",1302.3,275.79,563
564,FALSE,7,40,7,"ncostl","ec",827.14,554.1,564
564,FALSE,7,40,7,"ncostl","er",1136.9,475.1,564
564,TRUE,7,40,7,"ncostl","gc",895.04,204.21,564
564,FALSE,7,40,7,"ncostl","gr",1029.5,176.57,564
564,FALSE,7,40,7,"ncostl","hp",1165.4,259.19,564
565,FALSE,7,20,4,"ncostl","ec",818.35,444.71,565
565,FALSE,7,20,4,"ncostl","er",913.86,465,565
565,TRUE,7,20,4,"ncostl","gc",746.14,178.24,565
565,FALSE,7,20,4,"ncostl","gr",1036.7,142.19,565
565,FALSE,7,20,4,"ncostl","hp",1091.4,228.51,565
566,FALSE,7,40,3,"valley","ec",824.45,482.48,566
566,FALSE,7,40,3,"valley","er",1116.1,383.77,566
566,TRUE,7,40,3,"valley","gc",726.52,183.02,566
566,FALSE,7,40,3,"valley","gr",924.26,142.09,566
566,FALSE,7,40,3,"valley","hp",1224.9,226.42,566
567,FALSE,5,35,7,"ncostl","ec",825.25,499.37,567
567,FALSE,5,35,7,"ncostl","er",1034.7,438.76,567
567,TRUE,5,35,7,"ncostl","gc",736.15,175.32,567
567,FALSE,5,35,7,"ncostl","gr",928.42,137.26,567
567,FALSE,5,35,7,"ncostl","hp",1110.1,228.93,567
568,FALSE,2,60,6,"ncostl","ec",946.03,627.4,568
568,FALSE,2,60,6,"ncostl","er",1181.2,503.12,568
568,TRUE,2,60,6,"ncostl","gc",916.82,222.62,568
568,FALSE,2,60,6,"ncostl","gr",1042.4,175.92,568
568,FALSE,2,60,6,"ncostl","hp",1344,254.03,568
569,FALSE,3,35,2,"valley","ec",1064.9,611.81,569
569,FALSE,3,35,2,"valley","er",1259.1,505.07,569
569,TRUE,3,35,2,"valley","gc",971.48,198.24,569
569,FALSE,3,35,2,"valley","gr",1134.7,165.66,569
569,FALSE,3,35,2,"valley","hp",1327.3,273.29,569
570,FALSE,3,55,2,"mountn","ec",628.12,344.65,570
570,FALSE,3,55,2,"mountn","er",593.72,384.94,570
