id,nearc2,nearc4,nearc4a,nearc4b,educ,age,south,famed,black,smsa,wage76,wage78,wage80,kww,iq,lwage76,lwage78,lwage80
2761,1,1,0,1,17,28,1,1,0,1,523,637,855,38,125,6.259581464,6.456769656,6.751101469
2762,1,1,0,1,12,24,1,8,0,1,433,543,762,26,NA,6.070737728,6.29710932,6.635946556
2763,1,1,0,1,14,25,1,8,0,1,462,520,433,22,89,6.135564891,6.253828812,6.070737728
2764,1,1,0,1,12,24,1,8,0,1,397,469,577,16,NA,5.983936281,6.150602768,6.357842267
2765,1,1,0,1,15,26,1,8,0,1,400,727,NA,26,92,5.991464547,6.588926478,NA
2768,1,1,0,1,18,28,1,5,0,1,872,1106,1308,28,127,6.770789424,7.008505182,7.176254532
2769,1,1,0,1,12,26,1,8,0,1,378,577,609,38,80,5.934894196,6.357842267,6.411818268
2770,1,1,0,1,12,27,1,8,0,1,364,404,577,24,NA,5.897153868,6.001414878,6.357842267
2772,1,1,0,1,15,31,1,5,0,1,962,NA,1436,44,NA,6.869014451,NA,7.26961675
2775,1,1,0,1,16,32,1,2,0,1,NA,NA,NA,41,103,NA,NA,NA
2776,1,1,0,1,15,30,1,2,0,1,801,NA,NA,36,112,6.685860947,NA,NA
2780,1,1,0,1,5,32,1,8,0,1,400,NA,875,12,NA,5.991464547,NA,6.774223886
2782,1,1,0,1,18,28,1,1,1,1,NA,NA,NA,25,NA,NA,NA,NA
2783,1,1,0,1,13,29,1,4,1,1,540,775,995,29,NA,6.29156914,6.652863029,6.902742737
2784,1,1,0,1,13,27,1,8,0,0,NA,NA,NA,19,72,NA,NA,NA
2785,1,1,0,1,10,30,1,7,0,1,450,591,478,35,90,6.109247583,6.381816017,6.169610732
2787,1,1,0,1,15,27,1,4,1,1,438,673,969,34,NA,6.08221891,6.51174533,6.876264612
2789,1,1,0,1,7,27,1,8,1,1,NA,NA,NA,16,NA,NA,NA,NA
2790,1,1,0,1,12,26,1,8,1,1,360,375,440,23,84,5.886104031,5.926926026,6.086774727
2791,0,1,1,0,12,27,1,3,0,1,529,513,697,30,NA,6.270988432,6.240275845,6.546785411
2792,0,1,1,0,12,26,1,9,1,1,721,865,486,43,120,6.580639137,6.762729507,6.186208624
2793,0,1,1,0,2,31,1,9,0,1,345,NA,450,31,NA,5.843544417,NA,6.109247583
2794,0,1,1,0,11,27,1,9,0,1,1052,1167,NA,41,NA,6.958448393,7.062191632,NA
2796,0,1,1,0,16,28,1,5,0,1,726,855,NA,44,106,6.587550015,6.751101469,NA
2798,0,1,0,1,12,33,1,9,1,1,543,705,844,24,76,6.29710932,6.558197803,6.738152495
2799,0,1,0,1,16,33,1,8,0,1,1202,NA,NA,48,115,7.091742115,NA,NA
2803,0,1,0,1,16,24,1,4,0,1,400,563,650,33,NA,5.991464547,6.333279628,6.476972363
2804,0,1,0,1,12,32,1,9,0,1,NA,NA,NA,33,NA,NA,NA,NA
2805,0,1,0,1,9,32,1,9,1,1,375,351,705,32,89,5.926926026,5.860786223,6.558197803
2806,1,1,0,1,11,30,1,9,1,1,281,325,NA,29,NA,5.638354669,5.783825182,NA
2809,1,1,0,1,12,24,1,9,1,1,127,260,NA,24,NA,4.844187086,5.560681631,NA
2810,1,1,0,1,12,32,1,9,1,1,1393,1365,NA,39,102,7.239214974,7.218909708,NA
2811,1,1,0,1,13,27,1,9,1,1,NA,NA,NA,25,90,NA,NA,NA
2813,1,1,0,1,12,30,1,7,0,0,649,1010,1550,47,104,6.475432717,6.91770561,7.34601021
2815,1,1,0,1,16,31,1,8,0,1,420,465,705,37,NA,6.040254711,6.142037406,6.558197803
2816,1,1,0,1,16,27,1,8,0,1,455,NA,1070,40,122,6.120297419,NA,6.975413927
2818,1,1,0,1,12,25,1,8,1,1,661,613,960,23,107,6.49375384,6.418364936,6.866933284
2819,0,1,0,1,12,24,1,5,0,0,380,550,825,30,NA,5.940171253,6.309918278,6.715383386
2820,0,1,0,1,10,34,1,9,1,1,315,310,415,26,NA,5.752572639,5.736572297,6.02827852
2821,0,1,0,1,14,24,1,9,0,1,452,577,813,41,NA,6.11368218,6.357842267,6.70073111
2822,0,1,0,1,12,28,1,3,0,1,625,817,1000,42,100,6.43775165,6.705639095,6.907755279
2823,0,1,0,1,14,24,1,9,0,1,601,769,769,30,NA,6.398594935,6.64509097,6.64509097
2825,0,1,0,1,13,27,1,6,0,1,499,577,721,32,100,6.212606096,6.357842267,6.580639137
2827,0,0,0,0,8,31,1,8,0,1,693,385,1333,24,NA,6.541029999,5.953243334,7.19518732
2828,0,1,1,0,18,32,1,1,0,0,535,1093,625,40,129,6.282266747,6.996681488,6.43775165
2829,0,1,1,0,17,28,1,1,0,0,NA,182,NA,35,113,NA,5.204006687,NA
2830,0,1,1,0,16,24,1,1,0,1,NA,NA,NA,34,118,NA,NA,NA
2831,0,1,1,0,7,26,1,8,0,1,465,828,1044,24,NA,6.142037406,6.719013154,6.950814768
2832,0,1,1,0,12,24,1,9,0,0,400,600,365,32,NA,5.991464547,6.396929655,5.899897354
2833,0,1,1,0,18,27,1,1,0,0,368,392,673,40,129,5.908082938,5.97126184,6.51174533
2834,0,1,1,0,7,28,1,8,0,0,NA,NA,NA,0,NA,NA,NA,NA
2835,0,1,1,0,8,25,1,8,0,0,700,700,975,22,NA,6.551080335,6.551080335,6.882437471
2836,0,1,1,0,12,25,1,3,0,0,NA,NA,NA,27,83,NA,NA,NA
2839,0,1,1,0,16,31,1,2,0,1,962,1023,1346,39,112,6.869014451,6.930494766,7.20489251
2840,0,1,1,0,6,24,1,9,0,0,365,350,548,13,NA,5.899897354,5.857933154,6.306275287
2841,0,1,1,0,9,33,1,8,0,0,475,825,913,35,NA,6.163314804,6.715383386,6.816735881
2843,0,1,1,0,12,24,1,8,0,0,200,365,300,15,NA,5.298317367,5.899897354,5.703782475
2844,0,1,1,0,9,24,1,9,1,1,600,NA,892,23,NA,6.396929655,NA,6.793466133
2845,0,1,1,0,13,27,1,9,1,0,NA,NA,NA,24,71,NA,NA,NA
2846,0,1,1,0,12,27,1,9,1,1,505,673,961,17,76,6.224558429,6.51174533,6.867974409
2847,0,1,1,0,12,24,1,6,1,0,NA,NA,NA,17,NA,NA,NA,NA
2849,0,1,1,0,12,27,1,9,1,0,NA,NA,NA,25,72,NA,NA,NA
2852,0,1,1,0,16,31,1,3,1,1,577,693,641,36,82,6.357842267,6.541029999,6.463029457
2853,0,1,1,0,12,24,1,6,1,0,457,491,NA,20,NA,6.124683391,6.196444128,NA
2854,0,1,1,0,12,34,1,9,0,1,750,NA,479,45,97,6.620073207,NA,6.171700597
2855,0,1,1,0,11,32,1,8,0,0,577,898,1201,38,98,6.357842267,6.800170068,7.090909822
2857,0,1,1,0,15,24,1,1,0,1,289,NA,308,34,124,5.666426688,NA,5.730099783
2859,0,1,1,0,12,25,1,5,1,1,224,437,568,31,NA,5.411646052,6.079933195,6.342121419
2860,0,1,1,0,10,24,1,5,1,1,363,NA,438,NA,NA,5.894402834,NA,6.08221891
2861,0,1,1,0,10,26,1,9,1,1,229,NA,NA,25,NA,5.433722004,NA,NA
2862,0,1,1,0,9,26,1,8,1,1,234,NA,310,20,81,5.455321115,NA,5.736572297
2863,0,1,1,0,14,24,1,9,1,1,465,NA,620,NA,NA,6.142037406,NA,6.429719478
2868,0,1,1,0,16,27,1,9,0,1,2083,1925,1346,34,60,7.641564441,7.562681247,7.20489251
2869,0,1,1,0,15,31,1,3,1,1,427,635,693,44,NA,6.056784013,6.453624999,6.541029999
2871,0,1,1,0,12,33,1,8,0,1,678,793,924,44,100,6.519147288,6.675823222,6.828712072
2872,0,1,1,0,13,27,1,1,0,0,313,NA,318,30,84,5.746203191,NA,5.762051383
2873,0,1,1,0,18,28,1,6,0,1,601,832,1122,45,132,6.398594935,6.723832441,7.022868086
2874,0,1,1,0,10,33,1,6,0,1,500,600,NA,35,96,6.214608098,6.396929655,NA
2875,0,1,1,0,12,28,1,6,0,1,375,421,577,35,100,5.926926026,6.042632834,6.357842267
2877,0,1,1,0,12,34,1,8,1,1,550,NA,NA,30,109,6.309918278,NA,NA
2880,0,1,0,1,17,28,1,4,1,1,702,733,NA,41,NA,6.553933404,6.597145702,NA
2882,0,1,0,1,16,33,1,4,1,1,625,NA,NA,34,84,6.43775165,NA,NA
2883,0,1,0,1,14,34,1,9,1,1,423,412,543,31,90,6.047372179,6.021023349,6.29710932
2884,0,1,0,1,11,28,1,9,1,1,355,NA,NA,28,NA,5.872117789,NA,NA
2885,0,1,0,1,12,26,1,6,0,1,519,594,898,30,98,6.251903883,6.386879319,6.800170068
2886,0,1,0,1,14,24,1,6,0,1,359,769,785,40,120,5.883322388,6.64509097,6.665683718
2888,0,1,0,1,11,27,1,9,1,1,349,505,450,26,63,5.855071922,6.224558429,6.109247583
2889,0,1,0,1,12,31,1,8,1,1,293,288,385,29,NA,5.680172609,5.66296048,5.953243334
2890,0,1,0,1,18,28,1,9,1,1,443,481,744,40,100,6.09356977,6.17586727,6.612041035
2891,0,1,0,1,6,34,1,8,1,1,270,417,395,20,NA,5.598421959,6.033086222,5.978885765
2892,0,1,0,1,14,28,1,1,0,1,385,577,507,36,110,5.953243334,6.357842267,6.228511004
2895,0,1,0,1,12,27,1,4,0,1,438,404,644,43,83,6.08221891,6.001414878,6.467698726
2897,0,1,0,1,11,30,1,9,0,1,417,450,547,38,88,6.033086222,6.109247583,6.304448802
2901,0,1,0,1,11,31,1,9,0,1,481,549,587,41,98,6.17586727,6.308098442,6.37502482
2903,0,1,0,1,16,30,1,2,0,1,596,769,1129,49,113,6.390240667,6.64509097,7.029087564
2905,0,1,0,1,12,28,1,8,1,1,600,692,800,22,103,6.396929655,6.539585956,6.684611728
2906,0,1,0,1,12,25,1,8,1,1,NA,577,462,24,61,NA,6.357842267,6.135564891
2907,0,1,0,1,12,24,1,9,1,1,NA,625,NA,12,NA,NA,6.43775165,NA
2908,0,1,0,1,14,27,1,9,1,1,250,260,438,19,NA,5.521460918,5.560681631,6.08221891
2909,0,1,0,1,12,31,1,8,1,1,531,410,399,18,97,6.274762021,6.01615716,5.988961417
2910,0,1,0,1,12,26,1,8,1,1,591,NA,NA,17,NA,6.381816017,NA,NA
2911,0,1,0,1,12,33,1,9,1,1,503,545,705,32,76,6.22059017,6.300785795,6.558197803
2912,0,1,0,1,11,25,1,9,1,1,475,NA,NA,27,NA,6.163314804,NA,NA
2913,1,1,1,0,16,31,1,3,0,1,1374,1923,2527,44,126,7.225481473,7.561641746,7.834788107
2916,1,1,1,0,17,24,1,2,0,1,325,323,NA,49,NA,5.783825182,5.777652323,NA
2917,1,1,1,0,14,25,1,6,0,1,577,793,1058,NA,108,6.357842267,6.675823222,6.964135612
2918,1,1,1,0,12,25,1,9,0,1,702,1024,1565,44,127,6.553933404,6.931471806,7.355641103
2919,1,1,1,0,17,29,1,2,0,1,NA,353,359,31,96,NA,5.866468057,5.883322388
2921,1,1,1,0,16,25,1,1,0,1,444,705,NA,32,112,6.095824562,6.558197803,NA
2922,1,1,1,0,13,27,1,3,1,1,560,NA,NA,29,99,6.327936784,NA,NA
2923,1,1,1,0,16,24,1,2,0,1,NA,NA,250,30,NA,NA,NA,5.521460918
2924,1,1,1,0,16,24,1,2,0,1,NA,601,673,35,NA,NA,6.398594935,6.51174533
2925,1,1,1,0,13,32,1,8,0,1,962,1038,1635,39,94,6.869014451,6.945051064,7.399398083
2926,1,1,1,0,12,26,1,9,0,1,310,360,375,28,NA,5.736572297,5.886104031,5.926926026
2927,1,1,1,0,17,33,1,1,0,1,1269,1673,1923,48,127,7.145984468,7.422373701,7.561641746
2928,1,1,1,0,16,28,1,1,0,1,500,641,1282,48,97,6.214608098,6.463029457,7.156176637
2929,1,1,1,0,16,30,1,1,0,1,583,712,829,52,114,6.368187186,6.568077911,6.720220155
2930,1,1,1,0,17,25,1,1,0,1,112,363,385,33,116,4.718498871,5.894402834,5.953243334
2931,1,1,1,0,14,33,1,2,0,1,673,721,NA,45,125,6.51174533,6.580639137,NA
2932,1,1,1,0,17,29,1,2,0,1,1923,2163,2404,43,104,7.561641746,7.679251426,7.784889296
2936,1,1,1,0,14,24,1,3,1,1,400,344,727,27,NA,5.991464547,5.840641657,6.588926478
2937,1,1,1,0,12,25,1,3,1,1,460,438,NA,27,99,6.131226489,6.08221891,NA
2939,1,1,1,0,12,30,1,4,1,1,245,313,289,NA,NA,5.501258211,5.746203191,5.666426688
2942,1,1,1,0,7,34,1,9,1,1,NA,NA,984,NA,NA,NA,NA,6.891625897
2943,1,1,1,0,16,27,1,3,1,1,315,1036,556,44,127,5.752572639,6.943122423,6.320768294
2945,1,1,1,0,14,26,1,8,0,1,641,903,859,37,103,6.463029457,6.805722553,6.755768922
2946,1,1,1,0,12,25,1,8,0,1,750,750,909,23,98,6.620073207,6.620073207,6.812345094
2947,1,1,1,0,15,28,1,1,0,1,NA,400,521,44,104,NA,5.991464547,6.255750042
2948,1,1,1,0,17,25,1,1,0,1,308,721,1202,35,NA,5.730099783,6.580639137,7.091742115
2950,1,1,1,0,17,29,1,1,0,1,350,346,500,42,137,5.857933154,5.846438775,6.214608098
2951,1,1,1,0,18,27,1,1,0,1,462,625,693,32,137,6.135564891,6.43775165,6.541029999
2953,1,1,1,0,15,34,1,3,0,1,1154,1731,1923,51,103,7.050989447,7.456454555,7.561641746
2954,1,1,1,0,16,34,1,3,0,1,1748,NA,1923,44,111,7.466227556,NA,7.561641746
2956,1,1,1,0,17,33,1,2,0,1,769,1192,1399,51,115,6.64509097,7.083387848,7.243512975
2957,0,1,1,0,15,29,1,5,0,1,730,875,1200,42,109,6.593044534,6.774223886,7.090076836
2958,0,1,1,0,16,27,1,2,0,0,NA,740,NA,36,107,NA,6.606650186,NA
2959,0,1,1,0,17,25,1,2,0,1,NA,NA,NA,26,NA,NA,NA,NA
2960,0,1,1,0,18,30,1,1,0,0,NA,NA,NA,53,132,NA,NA,NA
2961,0,1,1,0,18,30,1,1,0,0,736,853,1346,49,107,6.601230119,6.748759547,7.20489251
2962,0,1,1,0,16,25,1,1,0,0,500,577,770,34,128,6.214608098,6.357842267,6.646390515
2963,0,1,1,0,16,24,1,3,0,0,365,494,529,36,123,5.899897354,6.202535517,6.270988432
2964,0,1,1,0,11,29,1,8,0,0,NA,NA,NA,36,86,NA,NA,NA
2965,0,1,1,0,13,24,1,8,0,1,333,385,NA,25,91,5.80814249,5.953243334,NA
2966,0,1,1,0,12,33,1,8,0,0,721,839,1102,40,NA,6.580639137,6.732210706,7.00488199
2967,0,1,1,0,12,27,1,8,0,0,375,693,855,21,89,5.926926026,6.541029999,6.751101469
2968,0,1,1,0,12,26,1,8,0,0,250,360,NA,31,NA,5.521460918,5.886104031,NA
2971,0,1,1,0,17,30,1,8,0,0,361,401,297,34,87,5.888877958,5.993961427,5.693732139
2972,0,0,0,0,7,32,1,9,0,0,283,300,NA,28,NA,5.645446898,5.703782475,NA
2974,0,0,0,0,12,31,1,8,0,0,NA,NA,NA,37,79,NA,NA,NA
2975,0,0,0,0,12,34,1,4,0,0,415,456,545,37,NA,6.02827852,6.12249281,6.300785795
2976,0,0,0,0,12,33,1,8,0,0,NA,NA,NA,32,90,NA,NA,NA
2978,0,0,0,0,16,27,1,8,0,0,522,667,769,38,101,6.257667588,6.502790046,6.64509097
2979,0,0,0,0,12,33,1,7,0,0,706,943,1053,33,90,6.559615237,6.849066283,6.959398512
2980,0,0,0,0,18,29,1,5,0,1,NA,NA,NA,43,102,NA,NA,NA
2981,0,0,0,0,16,26,1,7,0,0,409,NA,673,41,104,6.013715156,NA,6.51174533
2982,0,0,0,0,12,24,1,6,0,0,416,630,1000,39,105,6.03068526,6.445719819,6.907755279
2983,0,0,0,0,12,26,1,8,0,0,NA,NA,NA,NA,100,NA,NA,NA
2984,0,0,0,0,12,30,1,9,0,1,786,948,900,27,100,6.666956792,6.854354502,6.802394763
2985,0,0,0,0,13,32,1,3,0,0,NA,NA,NA,31,103,NA,NA,NA
2986,0,0,0,0,16,27,1,2,0,0,577,460,1603,40,111,6.357842267,6.131226489,7.379632153
2987,0,0,0,0,16,24,1,2,0,0,478,NA,NA,39,95,6.169610732,NA,NA
2988,0,0,0,0,17,27,1,1,0,1,625,NA,508,44,125,6.43775165,NA,6.230481448
2989,0,0,0,0,17,24,1,2,0,0,505,NA,481,35,95,6.224558429,NA,6.17586727
2990,0,0,0,0,12,32,1,8,0,0,287,NA,NA,37,NA,5.659482216,NA,NA
2991,0,0,0,0,12,24,1,8,0,1,500,793,913,24,NA,6.214608098,6.675823222,6.816735881
2992,0,0,0,0,8,27,1,8,0,1,500,878,750,34,NA,6.214608098,6.777646594,6.620073207
2993,0,0,0,0,12,27,1,6,0,0,350,433,NA,22,NA,5.857933154,6.070737728,NA
2996,0,0,0,0,13,24,1,5,0,0,462,425,NA,34,NA,6.135564891,6.052089169,NA
2998,0,0,0,0,13,30,1,8,1,0,548,462,835,29,NA,6.306275287,6.135564891,6.727431725
2999,0,0,0,0,12,28,1,8,1,0,255,260,550,32,NA,5.541263545,5.560681631,6.309918278
3000,0,0,0,0,12,26,1,8,1,0,NA,NA,NA,18,NA,NA,NA,NA
3001,0,0,0,0,13,24,1,8,1,1,524,NA,1026,26,NA,6.261491684,NA,6.933423026
3002,0,0,0,0,12,33,1,8,1,0,292,231,500,29,NA,5.676753802,5.442417711,6.214608098
3004,0,0,0,0,14,28,1,8,0,1,375,500,563,24,NA,5.926926026,6.214608098,6.333279628
3008,0,0,0,0,18,32,1,8,0,1,529,556,810,38,NA,6.270988432,6.320768294,6.697034248
3012,0,0,0,0,16,25,1,6,0,0,909,1100,1500,20,124,6.812345094,7.003065459,7.313220387
3013,0,0,0,0,9,28,1,9,0,1,353,550,750,30,NA,5.866468057,6.309918278,6.620073207
3015,0,0,0,0,10,25,1,8,0,1,NA,NA,NA,24,NA,NA,NA,NA
3018,0,0,0,0,14,28,1,3,0,1,1155,1405,1683,41,107,7.051855623,7.247792582,7.428333194
3019,0,0,0,0,12,25,1,5,0,1,NA,NA,NA,29,95,NA,NA,NA
3020,0,0,0,0,12,26,1,8,0,1,NA,NA,NA,35,97,NA,NA,NA
3021,0,0,0,0,8,34,1,9,0,1,250,438,NA,22,NA,5.521460918,6.08221891,NA
3022,0,0,0,0,13,28,1,3,0,1,781,841,1008,35,107,6.66057515,6.73459166,6.915723449
3023,0,0,0,0,13,31,1,2,0,1,416,NA,750,45,110,6.03068526,NA,6.620073207
3025,0,1,1,0,14,34,1,9,1,0,NA,660,818,38,93,NA,6.492239835,6.706862337
3027,0,1,1,0,14,29,1,4,1,1,NA,450,450,36,NA,NA,6.109247583,6.109247583
3029,0,1,1,0,13,29,1,8,1,0,364,404,478,30,80,5.897153868,6.001414878,6.169610732
3030,0,1,1,0,13,27,1,9,1,1,375,445,543,27,91,5.926926026,6.098074282,6.29710932
3032,0,1,1,0,15,24,1,8,1,0,375,367,620,29,NA,5.926926026,5.905361848,6.429719478
3033,0,1,1,0,16,28,1,9,1,0,358,450,569,26,96,5.880532986,6.109247583,6.343880434
3034,0,1,1,0,7,31,1,9,1,0,300,400,625,16,NA,5.703782475,5.991464547,6.43775165
3036,0,1,1,0,14,25,1,1,0,0,528,614,843,32,102,6.269096284,6.419994928,6.736966958
3037,0,1,1,0,12,34,1,9,0,0,299,NA,409,26,93,5.700443573,NA,6.013715156
3038,0,1,1,0,8,32,1,8,1,0,450,NA,550,33,NA,6.109247583,NA,6.309918278
3039,0,1,1,0,14,25,1,8,1,0,540,500,NA,20,NA,6.29156914,6.214608098,NA
3040,0,1,1,0,8,29,1,8,0,0,528,614,742,26,NA,6.269096284,6.419994928,6.609349243
3041,0,1,1,0,11,25,1,8,0,0,NA,NA,NA,25,NA,NA,NA,NA
3042,0,1,1,0,12,30,1,4,0,0,769,888,1004,36,81,6.64509097,6.788971743,6.9117473
3043,0,1,1,0,12,26,1,8,1,1,198,NA,463,32,NA,5.288267031,NA,6.137727054
3047,0,1,1,0,12,24,1,8,1,1,400,676,NA,22,NA,5.991464547,6.516193076,NA
3048,0,1,1,0,12,28,1,9,1,1,753,742,NA,26,NA,6.624065228,6.609349243,NA
3049,0,1,1,0,12,24,1,9,1,1,445,433,NA,20,NA,6.098074282,6.070737728,NA
3050,0,1,1,0,9,30,1,8,1,0,240,265,415,18,NA,5.480638923,5.579729826,6.02827852
3052,0,1,1,0,3,25,1,9,1,0,167,265,500,6,NA,5.117993812,5.579729826,6.214608098
3059,0,1,1,0,12,24,1,8,0,1,445,641,625,36,NA,6.098074282,6.463029457,6.43775165
3060,0,1,1,0,10,26,1,8,1,0,250,330,462,8,NA,5.521460918,5.799092654,6.135564891
3061,0,1,1,0,12,26,1,6,0,0,475,550,650,36,99,6.163314804,6.309918278,6.476972363
3062,0,1,1,0,16,28,1,1,0,0,400,NA,500,42,122,5.991464547,NA,6.214608098
3063,0,1,1,0,18,24,1,1,0,0,398,463,600,38,94,5.986452005,6.137727054,6.396929655
3064,0,1,1,0,12,25,1,8,1,1,350,NA,564,24,NA,5.857933154,NA,6.335054251
3065,0,1,1,0,12,33,1,9,1,0,523,532,808,26,93,6.259581464,6.276643489,6.694562059
3066,0,1,1,0,10,31,1,8,1,0,270,345,375,31,NA,5.598421959,5.843544417,5.926926026
3067,0,1,1,0,9,30,1,9,1,0,310,167,310,20,NA,5.736572297,5.117993812,5.736572297
3071,0,1,1,0,6,31,1,9,1,0,300,NA,450,NA,NA,5.703782475,NA,6.109247583
3072,0,1,1,0,12,28,1,9,1,0,325,370,450,32,69,5.783825182,5.913503006,6.109247583
3074,0,1,0,1,12,24,1,2,0,1,900,875,1250,28,NA,6.802394763,6.774223886,7.13089883
3075,0,0,0,0,18,34,1,8,0,0,NA,NA,NA,48,117,NA,NA,NA
3077,0,0,0,0,13,26,1,3,0,1,750,NA,2137,35,102,6.620073207,NA,7.667158255
3078,0,0,0,0,13,25,1,1,0,0,NA,500,649,36,95,NA,6.214608098,6.475432717
3079,0,0,0,0,8,26,1,9,1,1,285,313,350,12,NA,5.65248918,5.746203191,5.857933154
3081,0,0,0,0,12,24,1,3,0,1,278,375,400,10,NA,5.627621114,5.926926026,5.991464547
3082,0,0,0,0,13,29,1,5,1,1,500,587,673,29,NA,6.214608098,6.37502482,6.51174533
3084,0,0,0,0,8,30,1,8,0,1,700,NA,NA,28,NA,6.551080335,NA,NA
3085,0,0,0,0,9,26,1,8,0,1,300,375,273,16,NA,5.703782475,5.926926026,5.609471795
3086,0,0,0,0,8,34,1,8,0,1,392,569,750,36,NA,5.97126184,6.343880434,6.620073207
3087,0,0,0,0,15,24,1,8,1,1,NA,NA,737,14,NA,NA,NA,6.602587892
3088,0,0,0,0,12,34,1,6,0,1,511,601,761,44,95,6.23636959,6.398594935,6.634633358
3089,0,0,0,0,16,31,1,8,0,1,624,721,769,37,98,6.436150368,6.580639137,6.64509097
3090,0,0,0,0,12,27,1,9,1,1,244,506,345,28,84,5.497168225,6.226536669,5.843544417
3091,0,0,0,0,12,27,1,9,0,1,363,450,495,30,88,5.894402834,6.109247583,6.204557763
3097,0,0,0,0,16,27,1,9,0,1,606,751,987,41,109,6.406879986,6.621405652,6.894670039
3098,0,0,0,0,12,25,1,9,0,1,760,NA,NA,32,115,6.633318433,NA,NA
3099,0,0,0,0,16,31,1,2,0,1,NA,NA,308,44,128,NA,NA,5.730099783
3101,0,0,0,0,9,24,1,3,0,1,NA,365,458,18,NA,NA,5.899897354,6.126869184
3102,0,0,0,0,6,34,1,9,1,1,NA,300,625,16,NA,NA,5.703782475,6.43775165
3104,0,0,0,0,14,31,1,3,0,1,385,NA,NA,37,105,5.953243334,NA,NA
3107,0,0,0,0,13,25,1,7,0,0,NA,NA,NA,34,87,NA,NA,NA
3108,0,0,0,0,15,27,1,3,0,0,NA,NA,577,50,135,NA,NA,6.357842267
3109,0,0,0,0,12,32,1,8,1,1,495,615,1333,27,NA,6.204557763,6.421622268,7.19518732
3110,0,0,0,0,16,27,1,8,0,1,828,836,924,38,90,6.719013154,6.728628613,6.828712072
3111,0,0,0,0,12,25,1,4,0,1,404,421,520,28,92,6.001414878,6.042632834,6.253828812
3112,0,0,0,0,15,27,1,6,0,0,267,NA,NA,27,113,5.587248658,NA,NA
3114,0,0,0,0,12,34,1,8,0,0,440,535,2500,41,82,6.086774727,6.282266747,7.824046011
3115,0,0,0,0,16,25,1,3,0,1,NA,NA,NA,36,134,NA,NA,NA
3116,0,0,0,0,14,28,1,4,0,0,375,775,1098,22,105,5.926926026,6.652863029,7.001245622
3117,0,0,0,0,10,24,1,8,0,0,301,289,NA,22,NA,5.707110265,5.666426688,NA
3118,0,0,0,0,12,34,1,6,0,0,658,866,1212,36,95,6.489204931,6.763884909,7.100027167
3119,0,0,0,0,15,24,1,8,1,1,514,682,577,33,92,6.242223265,6.525029658,6.357842267
3120,0,0,0,0,12,26,1,9,1,0,300,NA,310,25,NA,5.703782475,NA,5.736572297
3122,0,0,0,0,12,26,1,8,1,0,230,411,458,24,NA,5.438079309,6.018593214,6.126869184
3126,0,0,0,0,10,31,1,9,1,0,260,330,410,12,NA,5.560681631,5.799092654,6.01615716
3127,0,0,0,0,12,24,1,8,1,0,305,879,NA,16,NA,5.720311777,6.778784898,NA
3128,0,0,0,0,8,31,1,8,1,0,430,650,778,21,NA,6.063785209,6.476972363,6.656726524
3129,0,0,0,0,8,24,1,8,1,0,260,550,NA,12,NA,5.560681631,6.309918278,NA
3130,0,0,0,0,16,24,1,3,0,1,577,NA,NA,36,140,6.357842267,NA,NA
3132,0,0,0,0,11,29,1,8,1,0,425,661,NA,19,NA,6.052089169,6.49375384,NA
3133,0,0,0,0,12,25,1,8,1,0,315,419,548,24,NA,5.752572639,6.03787092,6.306275287
3134,0,0,0,0,13,29,1,8,0,0,375,438,625,33,85,5.926926026,6.08221891,6.43775165
3135,0,0,0,0,9,33,1,8,1,0,500,688,475,23,NA,6.214608098,6.533788838,6.163314804
3136,0,0,0,0,12,25,1,8,0,1,500,650,800,30,116,6.214608098,6.476972363,6.684611728
3137,0,0,0,0,12,32,1,8,1,1,350,625,500,24,85,5.857933154,6.43775165,6.214608098
3138,0,0,0,0,10,29,1,8,1,1,525,750,857,20,85,6.263398263,6.620073207,6.753437919
3139,0,0,0,0,17,26,1,2,0,0,500,NA,577,37,NA,6.214608098,NA,6.357842267
3140,0,0,0,0,16,25,1,2,0,1,385,444,NA,21,122,5.953243334,6.095824562,NA
3142,0,1,0,1,9,25,1,5,1,1,100,100,238,25,NA,4.605170186,4.605170186,5.472270674
3143,0,1,0,1,15,26,1,8,1,1,300,370,390,26,74,5.703782475,5.913503006,5.966146739
3144,0,1,0,1,12,24,1,8,1,1,188,NA,NA,24,NA,5.236441963,NA,NA
3145,0,1,0,1,8,33,1,9,1,1,355,440,684,19,NA,5.872117789,6.086774727,6.527957918
3147,0,1,0,1,12,25,1,8,1,1,267,250,530,19,110,5.587248658,5.521460918,6.272877007
3149,0,1,0,1,12,28,1,8,1,1,267,546,722,30,NA,5.587248658,6.302618976,6.582025139
3150,0,1,0,1,12,34,1,8,0,1,586,684,780,38,NA,6.37331979,6.527957918,6.65929392
3151,0,1,1,0,12,24,1,9,1,0,375,435,478,27,NA,5.926926026,6.075346031,6.169610732
3152,0,1,1,0,9,26,1,9,1,0,NA,462,667,33,NA,NA,6.135564891,6.502790046
3153,0,1,1,0,6,30,1,9,1,0,NA,NA,NA,10,NA,NA,NA,NA
3154,0,1,1,0,12,31,1,9,1,0,346,333,636,27,NA,5.846438775,5.80814249,6.455198563
3157,0,1,1,0,16,28,1,2,0,1,545,700,1500,43,123,6.300785795,6.551080335,7.313220387
3158,0,1,1,0,14,25,1,2,0,1,562,683,769,31,122,6.33150185,6.52649486,6.64509097
